mention_type,mention_name,citation,place_id,place_name,lat,lon,feature_type
place,Lasion,13.286,378217PLas,Lasion (Eleia) 29 N Koumanis - Λασιών,37.798,21.7435,polity
place,Lycaios,13.286,375220LLyk,Lykaion Mt. (Arkadia) 77 Lykaion - Λύκαιον,37.4569,21.975,mountain
place,Stymphalos,13.286,379225PSty,Stymphalos (Korinthia) 108 Stymphalia - Στύμφαλος,37.8606,22.4618,polity
place,Rhipe,13.286,382220URhy,Rhypes polis (Achaia) 30 Koumari - Ρύπαι,38.2189,22.03,sanctuary/temple
place,Stratie,13.286,377219UStr,Stratos (Eleia) 10 Stavri ridge - Στράτος,37.7249,21.8649,polity
place,Mantinea,13.286,376224UMan,Mantineia (Arkadia) 400 Mantineia - Μαντίνεια,37.6181,22.3933,polity
place,Enispe,13.286,368228UEni,Enispe? (Arkadia) 10 unlocated - Ενίσπη,37.6,22.2,polity
place,Parrhasia,13.286,375222RPar,Parrhasia region (Arkadia) 69  - Παρρασία,37.45,22.15,region/people
place,Pheneos,13.286,379223PPhe,Pheneos (Arkadia) 106 Archaia Feneos - Φενεός,37.9117,22.307,polity
place,Orchomenos,13.286,377223POrc,Orchomenos (Arkadia) 150 Orchomenos - Ορχομενός,37.7247,22.3154,polity
place,Libya,13.286,300070RLib,Libya (Africa) 1525 North Africa - Λιβύη,32.01,10.01,region/people
demonym,Sicilian,13.309,376145RSic,Sicily region (Italy) 3245 Sicilia - Σικελία,37.6,14.5,region/people
demonym,Pisan,13.309,376217PPis,Pisa (Eleia) 197 Pissa - Πίσα,37.6395,21.653,polity
place,Catana,13.309,375151PCat,Katane/Catina (Sicily) 164 Catania - Κατάνη,37.503,15.0881,polity
place,Camarina,13.309,369144PCam,Camarina (Sicily) 81 Camarina - Καμάρινα,36.8721,14.4474,polity
place,Hybla,13.309,376149UHyb,Hybla Gereatis (Sicily) 37 Paterna - Ύβλαι,37.5673,14.9009,polity
place,Aitna,13.309,377150LAit,Aitna Mt. (Sicily) 215 Etna - Αίτνη,37.748,15.001,mountain
place,Pachynos,13.309,367151LPac,Pachynos cape (Sicily) 88 Pachino - Πάχυνος,36.67,15.131,cape
