mention_type,mention_name,citation,place_id,place_name,lat,lon,feature_type
place,Mitylene,8.100,391265PMyt,Mytilene (Lesbos) 323 Mytilini - Μυτιλήνη,39.1114,26.5621,polity
place,Eresus,8.100,391259PEre,Eresos (Lesbos) 56 Skala Eresou - Έρεσος,39.1341,25.9348,polity
place,Eresus,8.100,391259PEre,Eresos (Lesbos) 56 Skala Eresou - Έρεσος,39.1341,25.9348,polity
place,Eresus,8.100,391259PEre,Eresos (Lesbos) 56 Skala Eresou - Έρεσος,39.1341,25.9348,polity
ethnic,Chians,8.101,384261PChi,Chios polis (Chios) 602 Khios - Χίος,38.3764,26.1342,polity
demonym,Peloponnesian,8.101,375222RPel,Peloponnese (Hellas) 1736 Peloponisos - Πελοπόννησος,37.54,22.15,region/people
demonym,Cymaean,8.101,388269UCym,Kyme (Aiolis) 129 Nemrut - Κύμε,38.7595,26.9363,polity
place,Eresus,8.101,391259PEre,Eresos (Lesbos) 56 Skala Eresou - Έρεσος,39.1341,25.9348,polity
place,Lesbos,8.101,392261ILes,Lesbos (Lesbos) 438 Lesbos - Λέσβος,39.2075,26.2,island
place,Arginusae,8.101,390268IArg,Arginoussai (Aiolis) 32 Kalem adasi - Αργέννουσα,39.007,26.7855,island
place,Mitylene,8.101,391265PMyt,Mytilene (Lesbos) 323 Mytilini - Μυτιλήνη,39.1114,26.5621,polity
place,Methymna,8.101,394262PMet,Methymna (Lesbos) 116 Methymna - Μήθυμνα,39.3692,26.1769,polity
place,Lectum,8.101,395261LLek,Lekton cape (Troad) 46 Babakale - Λεκτόν,39.48,26.065,cape
place,Larisa,8.101,396261PLar,Larisa (Troad) 14 Liman tepe - Λαρίσα,39.592,26.126,polity
place,Hamaxitus,8.101,395261UHam,Hamaxitos (Troad) 22 Beşik tepe - Αμαξιτός,39.539,26.094,polity
place,Rhoeteum,8.101,400263URho,Rhoiteion (Troad) 51 Baba Kale - Ροίτειον,40.0093,26.3003,polity
place,Hellespont,8.101,402264WHel,Hellespont (Thrace) 730 Dardanelles - Ελλήσποντός,40.2,26.4,sea/strait
